step	semantic_branch_name	runtime_name	env_name	should_we_do_it
RUN_INTEGRATION_TEST	feature	ci	stg	
RUN_INTEGRATION_TEST	feature	ci	prd	
RUN_INTEGRATION_TEST	fix	local	devops	
RUN_INTEGRATION_TEST	fix	local	sbx	
RUN_INTEGRATION_TEST	fix	local	tst	
RUN_INTEGRATION_TEST	fix	local	stg	
RUN_INTEGRATION_TEST	fix	local	prd	
RUN_INTEGRATION_TEST	fix	ci	devops	
RUN_INTEGRATION_TEST	fix	ci	sbx	
RUN_INTEGRATION_TEST	fix	ci	tst	
RUN_INTEGRATION_TEST	fix	ci	stg	
RUN_INTEGRATION_TEST	fix	ci	prd	
RUN_INTEGRATION_TEST	doc	local	devops	
RUN_INTEGRATION_TEST	doc	local	sbx	
RUN_INTEGRATION_TEST	doc	local	tst	
RUN_INTEGRATION_TEST	doc	local	stg	
RUN_INTEGRATION_TEST	doc	local	prd	
RUN_INTEGRATION_TEST	doc	ci	devops	
RUN_INTEGRATION_TEST	doc	ci	sbx	
RUN_INTEGRATION_TEST	doc	ci	tst	
RUN_INTEGRATION_TEST	doc	ci	stg	
RUN_INTEGRATION_TEST	doc	ci	prd	
RUN_INTEGRATION_TEST	app	local	devops	
RUN_INTEGRATION_TEST	app	local	sbx	
RUN_INTEGRATION_TEST	app	local	tst	
RUN_INTEGRATION_TEST	app	local	stg	
RUN_INTEGRATION_TEST	app	local	prd	
RUN_INTEGRATION_TEST	app	ci	devops	
RUN_INTEGRATION_TEST	app	ci	sbx	
RUN_INTEGRATION_TEST	app	ci	tst	
RUN_INTEGRATION_TEST	app	ci	stg	
RUN_INTEGRATION_TEST	app	ci	prd	
RUN_INTEGRATION_TEST	release	local	devops	
RUN_INTEGRATION_TEST	release	local	sbx	
RUN_INTEGRATION_TEST	release	local	tst	
RUN_INTEGRATION_TEST	release	local	stg	
RUN_INTEGRATION_TEST	release	local	prd	
RUN_INTEGRATION_TEST	release	ci	devops	
RUN_INTEGRATION_TEST	release	ci	sbx	
RUN_INTEGRATION_TEST	release	ci	tst	
RUN_INTEGRATION_TEST	release	ci	stg	
RUN_INTEGRATION_TEST	release	ci	prd	
RUN_INTEGRATION_TEST	cleanup	local	devops	
RUN_INTEGRATION_TEST	cleanup	local	sbx	
